ID,dteday,hr,weathersit,temp,atemp,hum,windspeed,casual,cnt
7858,2011-11-29,2,2,0.5,0.4848,0.88,0.0,0,5
14848,2012-09-15,21,1,0.56,0.5303,0.52,0.1045,86,296
6196,2011-09-20,18,1,0.6,0.5606,0.83,0.1045,39,492
16269,2012-11-15,15,2,0.38,0.3939,0.58,0.1642,26,217
12914,2012-06-27,7,1,0.6,0.6212,0.43,0.3582,29,527
3377,2011-05-25,15,1,0.76,0.6970000000000001,0.52,0.2537,37,182
4527,2011-07-12,13,1,0.86,0.8029999999999999,0.47,0.2239,32,136
15836,2012-10-27,1,2,0.5,0.4848,0.88,0.1343,23,146
1780,2011-03-19,21,1,0.4,0.4091,0.37,0.2985,20,93
13535,2012-07-23,4,2,0.66,0.5909,0.94,0.1343,0,8
16502,2012-11-25,8,2,0.22,0.2273,0.51,0.1939999999999999,2,34
2959,2011-05-08,5,2,0.44,0.4394,0.77,0.0,0,5
7912,2011-12-01,8,1,0.26,0.2273,0.6,0.3284,15,477
16304,2012-11-17,2,1,0.26,0.2576,0.65,0.1939999999999999,8,49
349,2011-01-16,1,1,0.26,0.2727,0.56,0.1343,4,23
13529,2012-07-22,22,1,0.7,0.6667,0.74,0.1939999999999999,55,191
13114,2012-07-05,15,1,0.92,0.8333,0.33,0.3582,71,254
3349,2011-05-24,11,1,0.74,0.6667,0.51,0.2239,33,175
15683,2012-10-20,16,1,0.54,0.5152,0.42,0.2836,325,691
11672,2012-05-06,13,2,0.6,0.6061,0.64,0.0,197,565
42,2011-01-02,19,1,0.32,0.2879,0.42,0.4478,1,30
801,2011-02-05,20,1,0.3,0.2879,0.87,0.2537,5,69
3529,2011-05-31,23,1,0.72,0.6970000000000001,0.79,0.0896,15,61
3531,2011-06-01,1,1,0.7,0.6667,0.84,0.2537,8,17
10157,2012-03-04,7,2,0.3,0.2727,0.52,0.2985,2,23
981,2011-02-13,13,1,0.38,0.3939,0.29,0.3582,62,154
6408,2011-09-29,14,1,0.68,0.6364,0.51,0.2985,33,167
3458,2011-05-29,0,1,0.64,0.5758,0.83,0.2239,32,83
8596,2011-12-29,23,1,0.3,0.303,0.65,0.1642,1,45
8337,2011-12-19,1,1,0.18,0.2121,0.8,0.0896,3,11
5173,2011-08-08,11,1,0.82,0.7424,0.48,0.3582,90,179
17155,2012-12-22,14,1,0.32,0.2879,0.36,0.4627,20,161
9962,2012-02-25,3,1,0.3,0.2727,0.45,0.2985,0,7
9994,2012-02-26,11,1,0.28,0.2576,0.41,0.2836,43,227
10540,2012-03-20,7,3,0.52,0.5,0.94,0.2239,3,170
16156,2012-11-10,22,1,0.38,0.3939,0.71,0.0896,39,193
11070,2012-04-11,11,2,0.38,0.3939,0.43,0.3284,38,180
3091,2011-05-13,17,3,0.52,0.5,0.88,0.1642,62,491
9314,2012-01-29,0,1,0.3,0.2879,0.33,0.2239,15,96
9972,2012-02-25,13,1,0.32,0.2879,0.31,0.4925,48,226
7646,2011-11-20,5,2,0.42,0.4242,0.67,0.2836,0,4
7709,2011-11-22,20,2,0.46,0.4545,1.0,0.2239,6,127
6853,2011-10-18,3,1,0.44,0.4394,0.94,0.0896,0,1
2756,2011-04-29,18,1,0.52,0.5,0.48,0.3582,55,439
6458,2011-10-01,16,2,0.4,0.4091,0.76,0.2985,58,223
4812,2011-07-24,10,1,0.86,0.8182,0.5,0.3284,61,226
916,2011-02-10,17,1,0.18,0.1818,0.26,0.1939999999999999,6,165
10821,2012-04-01,0,2,0.36,0.3333,0.76,0.2537,8,67
4617,2011-07-16,7,1,0.62,0.5909,0.73,0.1343,14,52
6600,2011-10-07,14,1,0.62,0.6212,0.5,0.0,77,256
5614,2011-08-26,20,1,0.72,0.6970000000000001,0.79,0.0896,39,222
1616,2011-03-12,20,1,0.4,0.4091,0.58,0.1045,22,86
6942,2011-10-21,21,1,0.42,0.4242,0.58,0.1642,31,143
8351,2011-12-19,15,1,0.38,0.3939,0.46,0.1642,24,159
10833,2012-04-01,12,2,0.42,0.4242,0.67,0.2239,187,445
12301,2012-06-01,18,3,0.62,0.5606,0.88,0.3582,10,110
2146,2011-04-04,7,2,0.44,0.4394,0.54,0.2537,7,157
5087,2011-08-04,21,2,0.7,0.6667,0.74,0.1939999999999999,25,211
1833,2011-03-22,3,1,0.44,0.4394,0.82,0.2239,3,5
8642,2011-12-31,21,1,0.4,0.4091,0.58,0.1939999999999999,2,52
11436,2012-04-26,17,1,0.54,0.5152,0.77,0.1642,49,614
8318,2011-12-18,6,1,0.2,0.2121,0.59,0.1343,0,3
3937,2011-06-17,23,1,0.62,0.5758,0.83,0.1343,37,178
7536,2011-11-15,15,2,0.54,0.5152,0.6,0.1343,36,191
7824,2011-11-27,15,1,0.62,0.6212,0.43,0.2836,96,317
4714,2011-07-20,8,1,0.74,0.7121,0.74,0.0,34,438
12511,2012-06-10,12,1,0.82,0.7121,0.3,0.0,173,502
10958,2012-04-06,18,1,0.5,0.4848,0.22,0.4627,104,484
5654,2011-08-29,1,1,0.6,0.5909,0.69,0.1045,5,20
13263,2012-07-11,20,1,0.74,0.6667,0.51,0.1642,73,483
13312,2012-07-13,21,1,0.72,0.6667,0.54,0.0,76,299
782,2011-02-05,1,2,0.24,0.2424,0.65,0.1642,1,18
4687,2011-07-19,5,2,0.7,0.6667,0.74,0.1045,0,19
15375,2012-10-07,20,1,0.4,0.4091,0.82,0.1343,19,116
5632,2011-08-27,14,3,0.64,0.5758,0.89,0.5522,4,23
11472,2012-04-28,5,1,0.34,0.3333,0.46,0.1343,2,5
11507,2012-04-29,16,1,0.6,0.6061,0.28,0.1939999999999999,240,587
8231,2011-12-14,15,2,0.38,0.3939,0.54,0.1045,24,167
12731,2012-06-19,16,1,0.8,0.7576,0.55,0.2239,48,334
12159,2012-05-26,20,2,0.74,0.6818,0.55,0.1939999999999999,103,255
11131,2012-04-14,0,1,0.4,0.4091,0.58,0.1343,11,96
4838,2011-07-25,12,2,0.84,0.8333,0.59,0.1939999999999999,17,67
2401,2011-04-14,23,1,0.46,0.4545,0.59,0.1045,7,47
12224,2012-05-29,13,1,0.82,0.7727,0.52,0.3881,63,239
4205,2011-06-29,3,2,0.66,0.6061,0.83,0.1045,2,5
8610,2011-12-30,13,2,0.36,0.3485,0.53,0.1343,53,207
4641,2011-07-17,7,1,0.64,0.6061,0.73,0.1642,20,50
2152,2011-04-04,13,1,0.68,0.6364,0.34,0.3284,47,139
7510,2011-11-14,13,1,0.6,0.6212,0.49,0.3881,50,203
9457,2012-02-03,23,1,0.26,0.2727,0.7,0.1045,3,77
10782,2012-03-30,9,1,0.34,0.3333,0.57,0.1642,29,321
7484,2011-11-13,11,1,0.46,0.4545,0.4,0.4179,108,295
11056,2012-04-10,20,1,0.46,0.4545,0.28,0.3881,34,282
2947,2011-05-07,17,1,0.58,0.5455,0.4,0.2239,138,354
11785,2012-05-11,6,1,0.42,0.4242,0.5,0.2537,7,135
15413,2012-10-09,10,2,0.44,0.4394,0.75,0.2239,33,164
9606,2012-02-10,5,1,0.24,0.2273,0.52,0.2239,0,17
3878,2011-06-15,12,1,0.7,0.6364,0.34,0.2239,33,211
6912,2011-10-20,15,2,0.48,0.4697,0.51,0.4478,22,160
14406,2012-08-28,11,1,0.78,0.7273,0.55,0.2537,47,218
1702,2011-03-16,14,2,0.4,0.4091,0.76,0.2239,33,100
9050,2012-01-18,0,2,0.46,0.4545,0.77,0.3284,3,17
5641,2011-08-28,12,1,0.74,0.6667,0.51,0.3881,88,306
14569,2012-09-04,6,2,0.68,0.6364,0.89,0.1045,7,172
17021,2012-12-17,0,2,0.38,0.3939,0.87,0.0,2,28
12196,2012-05-28,9,1,0.7,0.6515,0.61,0.0,121,263
13356,2012-07-15,17,1,0.8,0.7727,0.59,0.4925,122,436
8077,2011-12-08,5,1,0.22,0.2121,0.64,0.2239,0,12
6885,2011-10-19,12,3,0.52,0.5,0.94,0.3284,13,130
6247,2011-09-22,21,2,0.64,0.5758,0.89,0.0896,27,221
8847,2012-01-09,11,2,0.26,0.2879,0.56,0.0896,6,88
3023,2011-05-10,21,1,0.54,0.5152,0.52,0.0,30,203
8083,2011-12-08,11,1,0.28,0.2727,0.52,0.2537,6,106
3541,2011-06-01,11,2,0.82,0.8029999999999999,0.59,0.2239,26,112
3279,2011-05-21,13,1,0.7,0.6364,0.45,0.0,191,462
13318,2012-07-14,3,2,0.7,0.6515,0.54,0.1045,9,40
16141,2012-11-10,7,1,0.26,0.2727,0.87,0.1045,14,71
16231,2012-11-14,1,1,0.24,0.2121,0.6,0.2985,2,12
7764,2011-11-25,3,1,0.28,0.2879,0.75,0.1045,0,2
11057,2012-04-10,21,1,0.44,0.4394,0.3,0.4478,15,206
1571,2011-03-10,22,2,0.34,0.3333,0.0,0.1343,4,34
10786,2012-03-30,13,3,0.4,0.4091,0.5,0.0,44,242
1543,2011-03-09,16,2,0.34,0.303,0.76,0.3284,10,112
13165,2012-07-07,18,1,0.94,0.8333,0.29,0.0896,83,277
2804,2011-05-01,18,2,0.46,0.4545,0.82,0.0896,33,159
15324,2012-10-05,17,1,0.7,0.6364,0.42,0.1642,158,900
2211,2011-04-07,0,1,0.46,0.4545,0.41,0.2836,5,20
9558,2012-02-08,5,1,0.24,0.2576,0.7,0.0896,0,20
10163,2012-03-04,13,1,0.36,0.3333,0.37,0.3582,108,364
13570,2012-07-24,15,1,0.82,0.7727,0.49,0.2985,73,285
3133,2011-05-15,11,1,0.6,0.5758,0.78,0.2239,120,322
8999,2012-01-15,20,1,0.16,0.1818,0.37,0.1045,10,95
8156,2011-12-11,12,1,0.26,0.303,0.35,0.0,42,288
16575,2012-11-28,9,1,0.28,0.2727,0.52,0.1939999999999999,13,322
16743,2012-12-05,10,2,0.44,0.4394,0.47,0.3582,14,141
17358,2012-12-31,3,1,0.16,0.1818,0.59,0.1045,0,1
5938,2011-09-09,23,1,0.62,0.5455,0.94,0.0896,35,148
4320,2011-07-03,22,2,0.66,0.6061,0.78,0.1045,69,162
9234,2012-01-25,16,1,0.34,0.3333,0.53,0.1642,29,246
11135,2012-04-14,4,1,0.36,0.3636,0.71,0.1045,5,14
2107,2011-04-02,16,1,0.38,0.3939,0.62,0.3284,111,196
5128,2011-08-06,14,1,0.82,0.7727,0.52,0.2537,176,380
14520,2012-09-02,5,1,0.66,0.5909,0.89,0.0,2,12
13993,2012-08-11,6,2,0.62,0.5606,0.88,0.1045,5,23
3973,2011-06-19,11,2,0.72,0.6667,0.58,0.0896,141,377
8161,2011-12-11,17,1,0.28,0.3182,0.3,0.0,13,163
3034,2011-05-11,8,1,0.48,0.4697,0.77,0.2537,21,442
16424,2012-11-22,2,1,0.24,0.2576,0.75,0.0896,3,18
11994,2012-05-19,23,1,0.6,0.6212,0.56,0.1642,71,239
15593,2012-10-16,22,1,0.4,0.4091,0.71,0.0896,18,181
4663,2011-07-18,5,1,0.64,0.5909,0.78,0.1045,2,17
10008,2012-02-27,1,1,0.26,0.2576,0.65,0.2239,0,6
3286,2011-05-21,20,1,0.62,0.6061,0.61,0.0,84,248
12974,2012-06-29,19,1,0.9,0.8788,0.47,0.1939999999999999,60,363
2367,2011-04-13,13,2,0.44,0.4394,0.77,0.1939999999999999,6,61
17034,2012-12-17,13,2,0.4,0.4091,0.87,0.1343,16,210
14245,2012-08-21,18,1,0.72,0.6667,0.54,0.2239,93,625
5736,2011-09-01,11,1,0.72,0.6667,0.51,0.1343,51,192
9186,2012-01-23,16,2,0.24,0.2424,0.93,0.1642,14,122
440,2011-01-20,9,2,0.24,0.2273,0.52,0.2239,3,143
6114,2011-09-17,8,2,0.46,0.4545,0.77,0.2537,27,108
8176,2011-12-12,8,2,0.16,0.1818,0.8,0.1045,7,385
15617,2012-10-17,22,1,0.46,0.4545,0.88,0.2537,17,215
14910,2012-09-18,11,2,0.68,0.6364,0.79,0.6418,36,151
13876,2012-08-06,9,3,0.7,0.6667,0.79,0.1642,28,276
4692,2011-07-19,10,2,0.82,0.7879,0.56,0.1642,29,141
10618,2012-03-23,13,2,0.7,0.6515,0.48,0.0,172,428
832,2011-02-07,3,1,0.2,0.2576,0.86,0.0,0,1
10819,2012-03-31,22,2,0.38,0.3939,0.71,0.2537,40,156
14061,2012-08-14,2,2,0.68,0.6364,0.83,0.1939999999999999,2,11
6118,2011-09-17,12,2,0.52,0.5,0.67,0.2239,115,372
3064,2011-05-12,14,2,0.62,0.6061,0.61,0.2239,43,191
7714,2011-11-23,1,2,0.48,0.4697,0.94,0.2985,0,8
15606,2012-10-17,11,2,0.5,0.4848,0.51,0.0896,78,234
1224,2011-02-24,2,1,0.2,0.2273,0.64,0.0896,0,4
10529,2012-03-19,20,1,0.6,0.6061,0.64,0.2239,34,330
11728,2012-05-08,21,2,0.64,0.6061,0.65,0.2836,21,223
2592,2011-04-22,22,3,0.3,0.303,1.0,0.1343,3,24
3247,2011-05-20,5,1,0.44,0.4394,0.94,0.1045,0,28
6849,2011-10-17,23,2,0.48,0.4697,0.88,0.0,10,62
2812,2011-05-02,2,2,0.44,0.4394,0.77,0.2239,16,35
9520,2012-02-06,15,1,0.42,0.4242,0.32,0.2836,25,171
10017,2012-02-27,10,1,0.32,0.303,0.45,0.2537,16,104
10158,2012-03-04,8,1,0.3,0.2727,0.52,0.3284,12,66
12613,2012-06-14,18,1,0.74,0.6667,0.42,0.1939999999999999,107,823
2691,2011-04-27,1,1,0.6,0.5606,0.83,0.2537,2,17
4132,2011-06-26,2,1,0.62,0.6212,0.57,0.1045,17,87
9618,2012-02-10,17,2,0.34,0.3333,0.42,0.1939999999999999,15,396
1527,2011-03-09,0,1,0.26,0.2879,0.65,0.0896,0,9
7063,2011-10-26,22,2,0.48,0.4697,0.88,0.0896,23,135
2249,2011-04-08,14,3,0.34,0.3182,0.87,0.2239,2,15
2552,2011-04-21,6,2,0.4,0.4091,0.58,0.5821,2,75
8647,2012-01-01,2,1,0.32,0.3485,0.76,0.0,16,75
15977,2012-11-03,10,1,0.36,0.3333,0.46,0.3881,68,328
8188,2011-12-12,20,1,0.3,0.3182,0.56,0.0896,8,165
7699,2011-11-22,10,3,0.4,0.4091,0.94,0.0,6,52
12405,2012-06-06,2,1,0.5,0.4848,0.68,0.0,4,11
9552,2012-02-07,23,1,0.32,0.3333,0.57,0.1343,2,51
3649,2011-06-05,23,1,0.62,0.5909,0.78,0.1343,25,86
14074,2012-08-14,15,1,0.82,0.7576,0.46,0.2239,84,283
380,2011-01-17,8,2,0.16,0.1515,0.47,0.2239,3,33
12172,2012-05-27,9,1,0.66,0.6061,0.83,0.2239,130,270
7495,2011-11-13,22,1,0.48,0.4697,0.41,0.3881,25,89
2621,2011-04-24,3,1,0.5,0.4848,0.94,0.0896,4,24
9464,2012-02-04,6,1,0.22,0.2273,0.87,0.1343,1,5
12292,2012-06-01,9,2,0.64,0.5758,0.83,0.2239,24,298
13029,2012-07-02,2,2,0.74,0.6667,0.51,0.2537,1,15
1360,2011-03-01,23,1,0.24,0.2273,0.65,0.2239,2,25
3196,2011-05-18,2,3,0.52,0.5,0.94,0.2239,1,6
11318,2012-04-21,19,3,0.56,0.5303,0.73,0.4925,9,54
2037,2011-03-30,18,2,0.26,0.2576,0.93,0.2239,6,85
12392,2012-06-05,13,2,0.6,0.6212,0.46,0.1642,66,267
486,2011-01-22,8,1,0.02,0.0,0.44,0.3284,1,27
7716,2011-11-23,3,3,0.5,0.4848,0.94,0.3582,1,3
16786,2012-12-07,5,2,0.26,0.2727,0.81,0.1045,1,26
9623,2012-02-10,22,2,0.32,0.3485,0.66,0.0,11,113
783,2011-02-05,2,2,0.24,0.2424,0.75,0.1642,5,17
6596,2011-10-07,10,1,0.52,0.5,0.68,0.0896,48,174
17374,2012-12-31,19,2,0.26,0.2576,0.6,0.1642,11,119
17151,2012-12-22,10,1,0.26,0.2273,0.48,0.3284,13,118
8515,2011-12-26,13,1,0.38,0.3939,0.4,0.2985,57,140
12446,2012-06-07,19,1,0.7,0.6364,0.34,0.2836,65,602
7215,2011-11-02,6,1,0.3,0.3333,0.81,0.0,1,92
6866,2011-10-18,16,1,0.62,0.6212,0.57,0.2537,58,304
14223,2012-08-20,20,2,0.62,0.5758,0.83,0.2836,30,261
13363,2012-07-16,0,3,0.72,0.6970000000000001,0.79,0.1045,11,43
3238,2011-05-19,20,1,0.54,0.5152,0.77,0.2836,46,282
14862,2012-09-16,11,1,0.64,0.6212,0.47,0.1642,183,559
873,2011-02-08,20,1,0.16,0.1364,0.4,0.3284,3,56
8206,2011-12-13,14,1,0.4,0.4091,0.37,0.2537,18,134
10318,2012-03-11,0,1,0.26,0.2879,0.44,0.0896,7,69
6293,2011-09-24,19,1,0.62,0.5606,0.88,0.0,77,308
2047,2011-03-31,4,3,0.24,0.2273,0.93,0.2537,0,2
104,2011-01-05,13,1,0.28,0.2576,0.3,0.2985,6,71
14299,2012-08-24,0,2,0.66,0.6212,0.69,0.0,27,111
9694,2012-02-13,21,1,0.28,0.2879,0.45,0.1343,2,147
10120,2012-03-02,18,3,0.36,0.3485,0.87,0.1939999999999999,6,160
16412,2012-11-21,14,1,0.46,0.4545,0.33,0.1939999999999999,84,413
1915,2011-03-25,14,1,0.36,0.3333,0.32,0.3284,30,133
6499,2011-10-03,9,2,0.4,0.4091,0.66,0.0896,12,153
15626,2012-10-18,7,1,0.44,0.4394,0.88,0.2537,20,508
5684,2011-08-30,7,1,0.56,0.5303,0.68,0.1343,19,357
10392,2012-03-14,3,1,0.48,0.4697,0.72,0.1939999999999999,1,4
6728,2011-10-12,22,3,0.54,0.5152,0.94,0.0896,3,43
16378,2012-11-20,4,2,0.34,0.3333,0.66,0.1939999999999999,0,6
3632,2011-06-05,6,2,0.62,0.6061,0.61,0.1045,10,21
109,2011-01-05,18,1,0.24,0.2424,0.38,0.1343,3,169
10341,2012-03-12,0,1,0.38,0.3939,0.54,0.1939999999999999,4,24
11199,2012-04-16,20,1,0.74,0.6515,0.37,0.2985,48,375
3464,2011-05-29,6,2,0.62,0.5606,0.88,0.1939999999999999,5,15
2138,2011-04-03,23,1,0.4,0.4091,0.5,0.0896,9,31
11729,2012-05-08,22,3,0.6,0.5758,0.78,0.2537,13,147
17210,2012-12-24,22,2,0.24,0.2879,0.93,0.0,7,12
742,2011-02-03,8,1,0.14,0.1212,0.5,0.3582,4,188
10563,2012-03-21,6,2,0.48,0.4697,0.94,0.2239,10,149
14251,2012-08-22,0,1,0.62,0.5758,0.83,0.1045,9,55
11804,2012-05-12,1,1,0.5,0.4848,0.48,0.0,14,93
9404,2012-02-01,18,1,0.56,0.5303,0.46,0.1642,12,526
8974,2012-01-14,19,1,0.2,0.1969999999999999,0.47,0.2239,12,102
14233,2012-08-21,6,1,0.56,0.5303,0.83,0.1045,5,169
3324,2011-05-23,10,1,0.66,0.6212,0.74,0.2985,49,121
16753,2012-12-05,20,1,0.34,0.303,0.46,0.3881,19,293
4480,2011-07-10,14,1,0.82,0.7424,0.41,0.3284,122,349
3442,2011-05-28,8,1,0.62,0.5909,0.78,0.1939999999999999,27,102
16461,2012-11-23,15,1,0.48,0.4697,0.41,0.2537,233,447
13695,2012-07-29,20,1,0.74,0.6970000000000001,0.66,0.1045,75,303
4521,2011-07-12,7,1,0.76,0.6970000000000001,0.55,0.1939999999999999,29,330
2847,2011-05-03,13,2,0.7,0.6515,0.58,0.6119,50,194
7583,2011-11-17,14,2,0.34,0.303,0.49,0.3881,5,110
9349,2012-01-30,11,1,0.26,0.2576,0.38,0.0,6,99
9230,2012-01-25,12,1,0.32,0.3333,0.53,0.1343,46,193
13896,2012-08-07,5,1,0.7,0.6667,0.79,0.1045,3,36
15959,2012-11-02,16,1,0.38,0.3939,0.4,0.3284,48,421
7053,2011-10-26,12,3,0.58,0.5455,0.53,0.2239,39,194
15066,2012-09-24,23,1,0.46,0.4545,0.63,0.1343,11,94
14005,2012-08-11,18,2,0.7,0.6667,0.74,0.2985,107,300
12440,2012-06-07,13,1,0.7,0.6364,0.37,0.2836,65,315
6131,2011-09-18,1,1,0.46,0.4545,0.77,0.2239,13,79
9289,2012-01-27,23,1,0.32,0.2879,0.49,0.4179,8,86
8237,2011-12-14,21,2,0.34,0.3333,0.66,0.1642,9,154
11306,2012-04-21,7,1,0.5,0.4848,0.82,0.2836,21,76
1947,2011-03-26,22,2,0.28,0.2727,0.41,0.2239,17,63
16373,2012-11-19,23,1,0.34,0.3485,0.66,0.1045,2,74
5414,2011-08-18,12,1,0.8,0.7424,0.52,0.2836,34,173
14662,2012-09-08,3,2,0.66,0.5909,0.89,0.2239,3,43
9679,2012-02-13,6,1,0.1,0.1061,0.54,0.2239,1,72
16508,2012-11-25,14,2,0.3,0.2879,0.42,0.2537,33,203
7332,2011-11-07,3,1,0.32,0.3485,0.93,0.0,0,3
14620,2012-09-06,9,3,0.66,0.5909,0.94,0.1343,8,123
1834,2011-03-22,4,2,0.42,0.4242,0.82,0.1642,0,1
12152,2012-05-26,13,1,0.76,0.7273,0.66,0.1939999999999999,265,539
15674,2012-10-20,7,1,0.4,0.4091,0.82,0.0,6,65
6730,2011-10-13,0,2,0.54,0.5152,0.94,0.1343,1,15
15560,2012-10-15,13,2,0.56,0.5303,0.88,0.2239,37,146
10261,2012-03-08,15,1,0.64,0.6212,0.38,0.6866,24,185
16883,2012-12-11,6,2,0.34,0.303,0.71,0.2985,0,118
10868,2012-04-03,0,1,0.4,0.4091,0.43,0.1343,1,33
12240,2012-05-30,5,2,0.62,0.5909,0.78,0.1343,1,41
4801,2011-07-23,23,1,0.8,0.7727,0.59,0.1045,27,104
9902,2012-02-22,15,1,0.5,0.4848,0.31,0.4179,34,195
14019,2012-08-12,8,1,0.66,0.6212,0.54,0.2239,35,119
14583,2012-09-04,20,1,0.74,0.6970000000000001,0.7,0.2537,47,385
15833,2012-10-26,22,2,0.52,0.5,0.83,0.1343,37,217
13679,2012-07-29,4,1,0.64,0.6061,0.69,0.1939999999999999,2,13
11364,2012-04-23,17,3,0.3,0.2727,0.82,0.3284,13,232
16729,2012-12-04,20,2,0.5,0.4848,0.63,0.2239,34,306
13103,2012-07-05,4,1,0.72,0.6667,0.58,0.0,0,7
15165,2012-09-29,2,2,0.54,0.5152,0.56,0.2239,12,92
3003,2011-05-10,1,1,0.46,0.4545,0.59,0.0896,3,15
23,2011-01-01,23,2,0.46,0.4545,0.88,0.2985,15,39
10740,2012-03-28,15,2,0.62,0.6212,0.41,0.2985,47,199
3524,2011-05-31,18,1,0.84,0.8029999999999999,0.53,0.1939999999999999,55,417
13538,2012-07-23,7,1,0.7,0.6667,0.84,0.1343,17,421
5389,2011-08-17,11,1,0.78,0.6970000000000001,0.43,0.1045,20,128
8336,2011-12-19,0,1,0.2,0.2273,0.75,0.0896,3,17
11113,2012-04-13,6,1,0.32,0.3182,0.57,0.1642,0,84
11465,2012-04-27,22,1,0.42,0.4242,0.38,0.2537,24,158
1309,2011-02-27,18,1,0.4,0.4091,0.54,0.1939999999999999,24,127
1664,2011-03-14,22,1,0.32,0.3333,0.49,0.1045,4,47
10352,2012-03-12,11,1,0.44,0.4394,0.44,0.2239,39,150
3475,2011-05-29,17,1,0.74,0.6970000000000001,0.7,0.2836,214,383
789,2011-02-05,8,3,0.2,0.2273,1.0,0.0896,0,10
16885,2012-12-11,8,2,0.34,0.303,0.61,0.2985,16,724
8062,2011-12-07,14,3,0.44,0.4394,1.0,0.1939999999999999,1,25
15978,2012-11-03,11,2,0.36,0.3333,0.46,0.3881,56,340
14697,2012-09-09,14,1,0.72,0.6515,0.3,0.2836,232,647
14728,2012-09-10,21,1,0.56,0.5303,0.49,0.1642,29,285
9341,2012-01-30,3,1,0.24,0.2273,0.48,0.1939999999999999,0,4
7740,2011-11-24,3,1,0.28,0.2879,0.65,0.1343,1,5
7315,2011-11-06,10,1,0.36,0.3636,0.66,0.0896,76,262
3284,2011-05-21,18,2,0.7,0.6364,0.45,0.1642,191,444
11311,2012-04-21,12,1,0.64,0.6212,0.57,0.2239,262,640
2514,2011-04-19,16,1,0.56,0.5303,0.52,0.2985,30,192
17276,2012-12-27,17,2,0.26,0.2424,0.52,0.2836,30,257
8552,2011-12-28,2,1,0.32,0.303,0.61,0.2537,0,7
4385,2011-07-06,15,1,0.76,0.7273,0.7,0.2836,55,185
13539,2012-07-23,8,1,0.72,0.6970000000000001,0.79,0.1045,47,738
7562,2011-11-16,17,2,0.48,0.4697,0.88,0.1939999999999999,17,233
9492,2012-02-05,10,2,0.26,0.2424,0.65,0.2836,10,148
4905,2011-07-28,7,1,0.72,0.6818,0.7,0.1642,27,305
12774,2012-06-21,11,1,0.86,0.7879,0.41,0.1343,40,161
6053,2011-09-14,19,2,0.7,0.6515,0.7,0.1045,44,381
9403,2012-02-01,17,1,0.58,0.5455,0.43,0.1939999999999999,31,539
11011,2012-04-08,23,1,0.5,0.4848,0.39,0.2537,10,51
1066,2011-02-17,4,1,0.32,0.3182,0.57,0.1939999999999999,3,4
15028,2012-09-23,9,1,0.5,0.4848,0.51,0.3284,71,276
6227,2011-09-22,1,2,0.6,0.5152,0.94,0.0896,5,11
16832,2012-12-09,3,2,0.4,0.4091,0.87,0.1045,14,48
513,2011-01-23,12,1,0.16,0.1212,0.37,0.4627,24,116
17187,2012-12-23,22,1,0.24,0.2576,0.6,0.1045,5,58
3688,2011-06-07,14,2,0.8,0.7273,0.43,0.2836,34,146
1395,2011-03-03,10,1,0.18,0.1818,0.29,0.1939999999999999,7,56
15751,2012-10-23,12,2,0.62,0.6212,0.46,0.0896,80,378
9871,2012-02-21,8,1,0.2,0.2273,0.69,0.0896,5,464
5006,2011-08-01,12,1,0.9,0.8029999999999999,0.33,0.2537,53,168
6214,2011-09-21,12,2,0.64,0.5909,0.78,0.0896,42,193
8203,2011-12-13,11,1,0.34,0.3182,0.46,0.2537,9,124
17334,2012-12-30,3,2,0.26,0.2273,0.56,0.4179,1,15
15494,2012-10-12,19,1,0.42,0.4242,0.41,0.2239,40,493
11538,2012-04-30,23,2,0.52,0.5,0.55,0.2239,10,60
5541,2011-08-23,19,1,0.66,0.6212,0.5,0.2239,70,367
5257,2011-08-11,23,1,0.66,0.6212,0.5,0.1642,22,127
603,2011-01-28,9,3,0.18,0.2121,0.86,0.0896,6,101
4723,2011-07-20,17,1,0.84,0.8333,0.59,0.1939999999999999,50,455
5740,2011-09-01,15,1,0.72,0.6667,0.51,0.1343,39,174
10104,2012-03-02,2,1,0.34,0.3182,0.53,0.2836,2,6
9320,2012-01-29,6,1,0.2,0.2273,0.4,0.1045,1,5
2878,2011-05-04,20,1,0.4,0.4091,0.62,0.3284,17,191
15176,2012-09-29,13,1,0.62,0.6212,0.41,0.2985,233,686
3394,2011-05-26,8,2,0.66,0.6061,0.83,0.1642,31,489
15537,2012-10-14,14,1,0.66,0.6212,0.39,0.4179,249,617
11818,2012-05-12,15,1,0.68,0.6212,0.24,0.1939999999999999,269,590
14744,2012-09-11,13,1,0.66,0.6212,0.29,0.0896,72,328
8582,2011-12-29,9,2,0.2,0.2121,0.64,0.1343,15,170
11679,2012-05-06,20,1,0.6,0.6061,0.64,0.1939999999999999,73,276
3301,2011-05-22,11,1,0.7,0.6515,0.54,0.1939999999999999,164,373
15838,2012-10-27,3,1,0.5,0.4848,0.88,0.1642,5,26
6843,2011-10-17,17,1,0.56,0.5303,0.64,0.1343,80,620
12678,2012-06-17,11,1,0.62,0.6212,0.57,0.1045,196,546
13339,2012-07-15,0,1,0.68,0.6364,0.89,0.1642,40,187
14711,2012-09-10,4,1,0.52,0.5,0.68,0.2836,1,5
7990,2011-12-04,14,1,0.42,0.4242,0.62,0.1343,77,323
5406,2011-08-18,4,1,0.64,0.6061,0.73,0.2239,0,9
712,2011-02-02,1,3,0.22,0.2273,0.93,0.1939999999999999,0,3
